Peildatum;Netbeheerder;Gemeente;CBS Buurt;CBS Buurtcode;Maximum (omvormer) capaciteit_wind_in aanleg;Maximum (omvormer) capaciteit_wind_in bedrijf;Maximum (omvormer) capaciteit_zon_in aanleg;Maximum (omvormer) capaciteit_zon_in bedrijf
202106;Enexis;Meierijstad;Buitengebied Sportpark en Dorshout;BU19480410;0;0;0;0
202106;Enexis;Meierijstad;Buitengebied Zijtaart;BU19480411;0;0;0;1
202106;Enexis;Meierijstad;Bunderse Hoek Zuid;BU19480413;0;0;0;0
202106;Enexis;Meierijstad;Doornhoek en Kempkens;BU19480416;0;0;1;3
202106;Enexis;Meierijstad;Dubbelen;BU19480417;18;0;0;16
202106;Enexis;Meierijstad;Koolenkampen en Iepenlaan;BU19480422;0;0;0;0
202106;Enexis;Meierijstad;Laarbunders;BU19480423;0;0;0;0
202106;Enexis;Meierijstad;Leest;BU19480424;0;0;0;0
202106;Enexis;Meierijstad;Oranjewijk en Dorsveld;BU19480427;0;0;0;0
202106;Enexis;Meierijstad;Oude ontginning;BU19480428;0;0;0;1
202106;Enexis;Meierijstad;Veghel Centrum;BU19480429;0;0;0;0
202106;Enexis;Meierijstad;Zijtaart;BU19480433;0;0;0;0
202106;Enexis;Westerwolde;Bellingwolde;BU19500000;0;0;0;0
202106;Enexis;Westerwolde;Vriescheloo;BU19500001;0;0;0;0
202106;Enexis;Westerwolde;Vriescheloo-Zuid;BU19500004;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen ten zuidoosten van Vriescheloo;BU19500008;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen Westerwoldse A;BU19500009;0;0;2;1
202106;Enexis;Westerwolde;Veelerveen;BU19500100;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen ten noordoosten van Rhederbrug;BU19500108;0;0;50;0
202106;Enexis;Westerwolde;Blijham;BU19500200;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen in de polder Blijham;BU19500206;0;0;1;1
202106;Enexis;Westerwolde;Verspreide huizen ten westen van Blijham;BU19500207;0;0;0;0
202106;Enexis;Westerwolde;Sellingen;BU19500300;0;0;0;0
202106;Enexis;Westerwolde;Vlagtwedde;BU19500400;0;0;0;0
202106;Enexis;Westerwolde;Veele;BU19500403;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen Vlagtwedde;BU19500409;0;0;0;1
202106;Enexis;Westerwolde;Bourtange;BU19500500;0;0;0;0
202106;Enexis;Westerwolde;Stakenborg;BU19500504;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen Bourtange;BU19500508;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen ten noorden van Vlagtwedde;BU19500509;0;0;0;0
202106;Enexis;Westerwolde;Harpel;BU19500600;0;0;0;1
202106;Enexis;Westerwolde;Verspreide huizen tussen Harpel en Sellingerbeetse;BU19500609;0;0;16;110
202106;Enexis;Westerwolde;Ter Apel;BU19500700;0;0;0;0
202106;Enexis;Westerwolde;Verspreide huizen Ter Apel en Ter Apelkanaal;BU19500709;0;0;0;1
202106;Enexis;Westerwolde;Verspreide huizen te Laudermarke;BU19500808;0;0;22;0
202106;Enexis;Westerwolde;Verspreide huizen Ter Wisch;BU19500809;0;0;0;0
202106;Enexis;Westerwolde;De Maten;BU19500900;0;0;0;0
202106;Enexis;Midden-Groningen;Noorderpark;BU19520101;0;0;0;0
202106;Enexis;Midden-Groningen;Westerpark;BU19520102;0;0;0;0
202106;Enexis;Midden-Groningen;Martenshoek en Industriegebied Martenshoek;BU19520105;0;0;0;1
202106;Enexis;Midden-Groningen;Industriegebied Martenshoek;BU19520107;0;0;1;2
202106;Enexis;Midden-Groningen;Spoorstraat en Kieldiep;BU19520201;0;0;0;0
202106;Enexis;Midden-Groningen;Woldwijck-Midden;BU19520207;0;0;0;0
202106;Enexis;Midden-Groningen;Woldwijck-Oost;BU19520208;0;0;0;0
202106;Enexis;Midden-Groningen;Stadshart-Zuid;BU19520301;0;0;0;0
202106;Enexis;Midden-Groningen;De Dreven;BU19520303;0;0;0;0
202106;Enexis;Midden-Groningen;Kalkwijk-Zuid;BU19520306;0;0;0;0
202106;Enexis;Midden-Groningen;Magrietpark;BU19520401;0;0;0;0
202106;Enexis;Midden-Groningen;Nieuw Woelwijck;BU19520407;0;0;0;0
202106;Enexis;Midden-Groningen;Polder De Nijverheid;BU19520408;0;0;0;2
202106;Enexis;Midden-Groningen;Sappemeer-Noord;BU19520409;0;0;15;0
202106;Enexis;Midden-Groningen;Kiel-Windeweer Buitengebied;BU19520502;0;0;0;0
202106;Enexis;Midden-Groningen;Kropswolde Recreatiegebied;BU19520603;0;0;0;27
202106;Enexis;Midden-Groningen;Foxhol Industriegebied;BU19520702;0;0;14;0
202106;Enexis;Midden-Groningen;Westerbroek Buitengebied;BU19520803;0;0;0;0
202106;Enexis;Midden-Groningen;Westerbroek Industriegebied;BU19520804;0;0;0;3
202106;Enexis;Midden-Groningen;Harkstede;BU19520901;0;0;0;0
202106;Enexis;Midden-Groningen;Scharmer;BU19520904;0;0;0;0
202106;Enexis;Midden-Groningen;Scharmer Buitengebied;BU19520905;0;0;0;0
202106;Enexis;Midden-Groningen;Kolham;BU19521001;0;0;0;0
202106;Enexis;Midden-Groningen;Kolham Bedrijventerrein;BU19521002;0;0;0;0
202106;Enexis;Midden-Groningen;Slochteren;BU19521201;0;0;0;0
202106;Enexis;Midden-Groningen;Slochteren Natuurgebied;BU19521202;0;0;0;0
202106;Enexis;Midden-Groningen;Slochteren Buitengebied;BU19521203;0;0;0;0
202106;Enexis;Midden-Groningen;Hellum;BU19521401;0;0;0;0
202106;Enexis;Midden-Groningen;Hellum Natuurgebied;BU19521402;0;0;0;1
202106;Enexis;Midden-Groningen;Siddeburen;BU19521501;0;0;0;1
202106;Enexis;Midden-Groningen;Siddeburen Buitengebied;BU19521502;0;0;0;0
202106;Enexis;Midden-Groningen;Overschild Buitengebied;BU19521602;0;0;0;1
202106;Enexis;Midden-Groningen;Steendam;BU19521702;0;0;0;0
202106;Enexis;Midden-Groningen;Muntendam-west;BU19521801;0;0;1;0
202106;Enexis;Midden-Groningen;Muntendam Buitengebied oost;BU19521803;0;0;0;47
202106;Enexis;Midden-Groningen;Tripscompagnie;BU19521805;0;0;0;0
202106;Enexis;Midden-Groningen;Borgercompagnie;BU19521806;0;0;0;0
202106;Enexis;Midden-Groningen;Noordbroek;BU19521901;0;0;0;0
202106;Enexis;Midden-Groningen;Noordbroek Buitengebied;BU19521902;0;0;0;1
202106;Enexis;Midden-Groningen;Zuidbroek;BU19522001;0;0;35;1
202106;Enexis;Midden-Groningen;Bedrijventerrein Gouden Driehoek;BU19522002;0;0;1;1
202106;Enexis;Midden-Groningen;Zuidbroek Buitengebied west;BU19522003;0;0;0;0
202106;Enexis;Midden-Groningen;Zuidbroek Buitengebied oost;BU19522004;0;0;1;0
202106;Enexis;Midden-Groningen;Industrieterrein Zuidbroek;BU19522005;0;0;0;4
202106;Enexis;Midden-Groningen;Meeden;BU19522101;0;54;0;0
202106;Enexis;Midden-Groningen;Meeden Buitengebied;BU19522102;0;0;0;0
202106;Enexis;;; ;0;15;126;33
