Peildatum;Netbeheerder;Provincie;Gemeente;CBS Buurt;CBS Buurtcode;Aantal aansluitingen in CBS-buurt ;Aantal aansluitingen met opwekinstallatie;Opgesteld vermogen
202101;Enexis;Drenthe;Assen;Westerpark;1060508;288;136;521
202101;Enexis;Drenthe;Assen;De Venen/De Wallen;1060600;450;98;341
202101;Enexis;Drenthe;Assen;De Velden/De Stukken;1060601;745;148;471
202101;Enexis;Drenthe;Assen;De Landen/De Akkers;1060602;1086;187;597
202101;Enexis;Drenthe;Assen;De Kampen/De Essen;1060603;691;185;609
202101;Enexis;Drenthe;Assen;Peelerpark;1060604;83;15;141
202101;Enexis;Drenthe;Assen;Messchenveld;1060700;82;22;210
202101;Enexis;Drenthe;Assen;De Messchen;1060701;319;110;462
202101;Enexis;Drenthe;Assen;De Hamels;1060702;214;101;426
202101;Enexis;Drenthe;Assen;De Kleuven;1060703;516;94;288
202101;Enexis;Drenthe;Assen;De Dreven;1060704;435;102;341
202101;Enexis;Drenthe;Assen;De BreeÙn;1060705;357;148;574
202101;Enexis;Drenthe;Assen;De Hoven;1060706;363;159;610
202101;Enexis;Drenthe;Assen;De Heugten;1060707;582;83;270
202101;Enexis;Drenthe;Assen;De Beemden;1060708;379;91;355
202101;Enexis;Drenthe;Assen;De Hullen;1060709;395;117;434
202101;Enexis;Drenthe;Assen;De Stoepen;1060710;832;252;924
202101;Enexis;Drenthe;Assen;De Goorns;1060711;281;49;167
202101;Enexis;Drenthe;Assen;Bedrijventerrein Marsdijk West;1060712;155;27;158
202101;Enexis;Drenthe;Assen;Bedrijventerrein West;1060713;23;10;34
202101;Enexis;Drenthe;Assen;Bedrijventerrein Oost;1060714;93;12;160
202101;Enexis;Drenthe;Assen;Bedrijventerrein Marsdijk Oost;1060715;200;32;364
202101;Enexis;Drenthe;Assen;Kloosterveste;1060800;409;139;436
202101;Enexis;Drenthe;Assen;Kloostertuinen;1060801;288;60;206
202101;Enexis;Drenthe;Assen;Kloosterhaven;1060802;94;34;145
202101;Enexis;Drenthe;Assen;Kloosterlanen;1060803;300;125;507
202101;Enexis;Drenthe;Assen;Kloosterhoven;1060804;522;95;321
202101;Enexis;Drenthe;Assen;Kloosterstede;1060805;382;76;297
202101;Enexis;Drenthe;Assen;Kloostergaarde;1060806;206;37;138
202101;Enexis;Drenthe;Assen;Kloosterhage;1060807;293;83;318
202101;Enexis;Drenthe;Assen;Kloosterkade;1060808;163;59;236
202101;Enexis;Drenthe;Assen;Sterrenbeeldenbuurt;1060809;205;103;395
202101;Enexis;Drenthe;Assen;Planetenbuurt;1060810;331;94;336
202101;Enexis;Drenthe;Assen;Kloosterhout;1060815;337;148;697
202101;Enexis;Drenthe;Assen;Kloosterbos;1060816;445;114;442
202101;Enexis;Drenthe;Assen;Uitbreidingsgebied Kloosterveen;1060817;71;21;119
202101;Enexis;Drenthe;Assen;Loon;1069900;108;33;198
202101;Enexis;Drenthe;Assen;Ter Aard;1069908;46;10;59
202101;Enexis;Drenthe;Assen;Witten;1069912;40;13;100
202101;Enexis;Drenthe;Assen;Verspreide huizen Schieven;1069916;51;17;83
202101;Enexis;Drenthe;Assen;;;1792;367;2341
202101;Enexis;Drenthe;Borger-Odoorn;Borger;16810000;2300;509;2090
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Westdorp;16810008;45;11;130
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Borger;16810009;107;21;401
202101;Enexis;Drenthe;Borger-Odoorn;Buinen;16810100;268;79;468
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Buinen;16810109;83;20;129
202101;Enexis;Drenthe;Borger-Odoorn;Bronneger;16810200;43;11;59
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Bronneger;16810209;40;11;86
202101;Enexis;Drenthe;Borger-Odoorn;Drouwen;16810300;172;60;337
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwen;16810309;233;27;141
202101;Enexis;Drenthe;Borger-Odoorn;Drouwenerveen;16810500;76;14;119
202101;Enexis;Drenthe;Borger-Odoorn;Drouwenermond;16810600;177;38;251
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwenermond;16810609;90;23;128
202101;Enexis;Drenthe;Borger-Odoorn;Nieuw-Buinen;16810700;2022;441;2238
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Nieuw-Buinen;16810709;126;58;290
202101;Enexis;Drenthe;Borger-Odoorn;Buinerveen;16810800;227;71;438
202101;Enexis;Drenthe;Borger-Odoorn;Ees;16810900;123;43;232
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Eeserveen;16810907;95;18;317
202101;Enexis;Drenthe;Borger-Odoorn;Odoorn;16811000;823;237;938
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Odoorn;16811009;50;11;61
202101;Enexis;Drenthe;Borger-Odoorn;Exloo;16811100;673;215;974
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Exloo;16811109;400;33;157
202101;Enexis;Drenthe;Borger-Odoorn;Valthe;16811200;444;156;595
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Valthe;16811209;121;36;207
202101;Enexis;Drenthe;Borger-Odoorn;Klijndijk;16811300;298;95;374
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Klijndijk;16811309;66;18;96
202101;Enexis;Drenthe;Borger-Odoorn;Odoornerveen;16811400;140;41;587
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Odoornerveen;16811409;58;16;132
202101;Enexis;Drenthe;Borger-Odoorn;Tweede ExloÙrmond;16811500;1027;328;1667
202101;Enexis;Drenthe;Borger-Odoorn;Eerste ExloÙrmond;16811501;163;52;508
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Tweede ExloÙrmond;16811509;51;15;86
202101;Enexis;Drenthe;Borger-Odoorn;Valthermond;16811600;1481;507;2429
202101;Enexis;Drenthe;Borger-Odoorn;Zandberg;16811601;37;15;94
202101;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Valthermond;16811609;141;26;231
202101;Enexis;Drenthe;Borger-Odoorn;;;316;93;858
202101;Enexis;Drenthe;Coevorden;Coevorden-Centrum;1091000;1525;207;632
202101;Enexis;Drenthe;Coevorden;Lootuinen;1091001;556;313;861
202101;Enexis;Drenthe;Coevorden;Poppenhare;1091002;586;154;382
202101;Enexis;Drenthe;Coevorden;Binnenvree Buitenvree Pikveld;1091003;1341;481;1449
202101;Enexis;Drenthe;Coevorden;De Heege;1091004;888;352;1116
202101;Enexis;Drenthe;Coevorden;Ballast;1091007;642;188;671
202101;Enexis;Drenthe;Coevorden;De Loo;1091008;597;283;789
202101;Enexis;Drenthe;Coevorden;Hare;1091011;132;21;201
202101;Enexis;Drenthe;Coevorden;Leeuwerikenveld;1091012;103;14;153
202101;Enexis;Drenthe;Coevorden;Klinkenvlier;1091014;85;33;227
202101;Enexis;Drenthe;Coevorden;Ossehaar;1091015;320;82;353
202101;Enexis;Drenthe;Coevorden;Steenwijksmoer;1091116;206;66;277
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Steenwijksmoer;1091117;279;45;306
202101;Enexis;Drenthe;Coevorden;Nieuwe Krim;1091218;56;13;60
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Nieuwe Krim;1091219;39;10;90
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Weijerswold;1091320;37;11;166
202101;Enexis;Drenthe;Coevorden;Dalen;1092022;1468;505;2120
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Dalen;1092023;244;53;475
202101;Enexis;Drenthe;Coevorden;Wachtum;1092024;112;40;287
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Wachtum;1092025;62;18;147
202101;Enexis;Drenthe;Coevorden;Dalerpeel;1092026;229;84;251
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Dalerpeel;1092027;205;43;294
202101;Enexis;Drenthe;Coevorden;Dalerveen;1092028;97;26;127
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Dalerveen;1092029;60;15;73
202101;Enexis;Drenthe;Coevorden;Stieltjeskanaal;1092030;71;16;98
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Stieltjeskanaal;1092031;44;11;197
202101;Enexis;Drenthe;Coevorden;Oosterhesselen;1093032;797;252;1004
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Oosterhesselen;1093033;105;13;111
202101;Enexis;Drenthe;Coevorden;Gees;1093034;248;64;383
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Gees;1093035;103;16;104
202101;Enexis;Drenthe;Coevorden;Zwinderen;1093036;57;13;58
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Zwinderen;1093037;134;31;427
202101;Enexis;Drenthe;Coevorden;Geesbrug;1093038;234;88;326
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Geesbrug;1093039;460;65;511
202101;Enexis;Drenthe;Coevorden;Sleen;1094040;1007;328;1217
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Sleen;1094042;71;10;74
202101;Enexis;Drenthe;Coevorden;Noord-Sleen;1094043;127;32;218
202101;Enexis;Drenthe;Coevorden;'t Haantje;1094044;71;22;133
202101;Enexis;Drenthe;Coevorden;Verspreide huizen 't Haantje;1094045;44;13;73
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Noord-Sleen;1094046;128;31;329
202101;Enexis;Drenthe;Coevorden;Schoonoord;1094047;901;338;1135
202101;Enexis;Drenthe;Coevorden;De Kiel;1094048;139;33;134
202101;Enexis;Drenthe;Coevorden;Verspreide huizen De Kiel;1094049;74;18;105
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Schoonoord;1094051;149;11;74
202101;Enexis;Drenthe;Coevorden;Erm;1094053;123;18;99
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Holsloot;1094056;65;11;120
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Elm;1094057;260;24;204
202101;Enexis;Drenthe;Coevorden;Zweeloo;1095058;123;32;151
202101;Enexis;Drenthe;Coevorden;Aalden;1095059;769;240;899
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Zweeloo;1095060;86;13;87
202101;Enexis;Drenthe;Coevorden;Meppen;1095061;105;30;208
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Meppen;1095062;114;10;95
202101;Enexis;Drenthe;Coevorden;Wezup;1095063;45;13;88
202101;Enexis;Drenthe;Coevorden;Wezuperbrug;1095064;40;17;120
202101;Enexis;Drenthe;Coevorden;Benneveld;1095065;57;12;93
202101;Enexis;Drenthe;Coevorden;Verspreide huizen Wezuperbrug;1095067;105;19;198
202101;Enexis;Drenthe;Coevorden;;;445;127;859
202101;Enexis;Drenthe;De Wolden;Zuidwolde kern;16900000;2491;1.025;3433
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Zuidwolde;16900009;454;82;546
202101;Enexis;Drenthe;De Wolden;Alteveer;16900100;166;61;252
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Alteveer;16900109;204;43;358
202101;Enexis;Drenthe;De Wolden;Kerkenveld;16900200;164;52;170
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Kerkenveld;16900209;254;64;540
202101;Enexis;Drenthe;De Wolden;Drogteropslagen;16900300;83;26;121
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Drogteropslagen;16900309;148;31;194
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Linde;16900409;378;79;569
202101;Enexis;Drenthe;De Wolden;Fort;16900500;48;18;121
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Fort;16900509;272;48;302
202101;Enexis;Drenthe;De Wolden;Veeningen;16900600;109;36;126
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Veeningen;16900609;288;48;357
202101;Enexis;Drenthe;De Wolden;Echten;16900700;81;26;99
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Echten;16900709;93;20;236
202101;Enexis;Drenthe;De Wolden;Ruinen;16900800;1219;516;1733
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Ruinen;16900809;492;116;837
202101;Enexis;Drenthe;De Wolden;Ansen;16901000;102;29;166
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Ansen;16901009;83;16;131
202101;Enexis;Drenthe;De Wolden;Ruinerwold;16901100;1020;398;1398
202101;Enexis;Drenthe;De Wolden;Oosteinde;16901102;65;22;86
202101;Enexis;Drenthe;De Wolden;Oosteinde-Buiten;16901105;154;33;327
202101;Enexis;Drenthe;De Wolden;Ruinerwold-Buiten;16901109;439;93;798
202101;Enexis;Drenthe;De Wolden;Koekange;16901200;454;163;502
202101;Enexis;Drenthe;De Wolden;Koekange Zuid;16901202;58;15;116
202101;Enexis;Drenthe;De Wolden;Koekangerveld;16901203;37;15;57
202101;Enexis;Drenthe;De Wolden;Verspreide huizen Koekange;16901209;669;129;980
202101;Enexis;Drenthe;De Wolden;De Wijk;16901300;1118;478;1572
202101;Enexis;Drenthe;De Wolden;Verspreide huizen De Wijk;16901309;286;53;262
202101;Enexis;Drenthe;De Wolden;;;319;77;438
202101;Enexis;Drenthe;Emmen;3e Kruisdiep;1140100;193;48;187
202101;Enexis;Drenthe;Emmen;1e Kruisdiep;1140101;873;130;657
202101;Enexis;Drenthe;Emmen;Tramwijk;1140102;105;30;156
202101;Enexis;Drenthe;Emmen;Achterdiep;1140103;108;27;188
202101;Enexis;Drenthe;Emmen;Weerdingerkanaal;1140104;103;24;226
202101;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Weerdinge;1140109;102;25;207
202101;Enexis;Drenthe;Emmen;Roswinkel-Centrum;1140200;105;13;78
202101;Enexis;Drenthe;Emmen;Oude Schuttingskanaal;1140206;38;12;62
202101;Enexis;Drenthe;Emmen;Roswinkelerstraat;1140208;93;22;143
202101;Enexis;Drenthe;Emmen;Verspreide huizen Roswinkel;1140209;161;35;198
202101;Enexis;Drenthe;Emmen;Emmer-Compascuum Centrum;1140300;2172;289;1192
202101;Enexis;Drenthe;Emmen;Emmer-Erfscheidenveen;1140301;761;192;964
202101;Enexis;Drenthe;Emmen;Foxel;1140302;168;42;256
202101;Enexis;Drenthe;Emmen;Oosterdiep;1140303;208;61;342
202101;Enexis;Drenthe;Emmen;Verspreide huizen Emmer-Compascuum;1140309;292;50;398
202101;Enexis;Drenthe;Emmen;Barger-Compascuum-Centrum;1140400;524;63;259
202101;Enexis;Drenthe;Emmen;Scholtenskanaal;1140401;74;13;64
202101;Enexis;Drenthe;Emmen;Verlengde-Oosterdiep;1140402;144;36;299
202101;Enexis;Drenthe;Emmen;Verspreide huizen Barger-Compascuum;1140409;110;26;161
202101;Enexis;Drenthe;Emmen;Nieuw-Dordrecht;1140500;536;67;310
202101;Enexis;Drenthe;Emmen;Oranjedorp;1140502;203;46;371
202101;Enexis;Drenthe;Emmen;Vastenow;1140503;109;21;133
202101;Enexis;Drenthe;Emmen;Herenstreek;1140504;51;14;79
202101;Enexis;Drenthe;Emmen;Nieuw-Amsterdam-Centrum;1140600;1914;381;2018
202101;Enexis;Drenthe;Emmen;Langs de Vaart;1140608;97;30;218
202101;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Amsterdam;1140609;102;19;215
202101;Enexis;Drenthe;Emmen;Erica-Centrum;1140700;1623;381;1802
202101;Enexis;Drenthe;Emmen;Amsterdamscheveld;1140701;46;14;76
202101;Enexis;Drenthe;Emmen;Beekweg;1140702;98;21;181
202101;Enexis;Drenthe;Emmen;Verlengde Vaart;1140707;40;16;127
202101;Enexis;Drenthe;Emmen;Verspreide huizen Erica;1140709;319;109;964
202101;Enexis;Drenthe;Emmen;Klazienaveen-Noord;1140800;2103;457;2084
202101;Enexis;Drenthe;Emmen;Klazienaveen-Zuid;1140801;2911;474;2052
202101;Enexis;Drenthe;Emmen;Barger-Oosterveen;1140802;56;20;101
202101;Enexis;Drenthe;Emmen;Kloostermanswijk;1140803;113;27;157
202101;Enexis;Drenthe;Emmen;Dordse Dijk;1140804;55;18;83
202101;Enexis;Drenthe;Emmen;Derksweg;1140806;56;13;70
202101;Enexis;Drenthe;Emmen;Tuinbouwcentrum Klazienaveen;1140807;110;10;60
202101;Enexis;Drenthe;Emmen;Verspreide huizen Klazienaveen;1140809;226;58;480
202101;Enexis;Drenthe;Emmen;Zwartemeer-Centrum;1140900;1135;158;776
202101;Enexis;Drenthe;Emmen;Kamerlingswijk;1140901;82;19;92
202101;Enexis;Drenthe;Emmen;Verspreide huizen Zwartemeer;1140909;94;12;103
202101;Enexis;Drenthe;Emmen;Schoonebeek;1141000;1666;697;2203
202101;Enexis;Drenthe;Emmen;Oosterse Bos en Middendorp;1141001;102;21;174
202101;Enexis;Drenthe;Emmen;Westerse Bos;1141002;77;22;204
202101;Enexis;Drenthe;Emmen;Zandpol;1141003;198;95;337
202101;Enexis;Drenthe;Emmen;Industrieterrein De Vierslagen;1141004;86;13;96
202101;Enexis;Drenthe;Emmen;Verspreide huizen Schoonebeek;1141009;142;24;148
202101;Enexis;Drenthe;Emmen;Veenoord;1141300;992;300;964
202101;Enexis;Drenthe;Emmen;Verspreide huizen Veenoord;1141309;38;12;124
202101;Enexis;Drenthe;Emmen;Nieuw-Schoonebeek;1142100;260;107;384
202101;Enexis;Drenthe;Emmen;Westelijk Nieuw-Schoonebeek;1142101;116;22;151
202101;Enexis;Drenthe;Emmen;Oostelijk Nieuw-Schoonebeek;1142102;133;27;223
202101;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Schoonebeek;1142109;55;13;57
202101;Enexis;Drenthe;Emmen;Weiteveen;1143200;529;200;710
202101;Enexis;Drenthe;Emmen;Verspreide huizen Weiteveen;1143209;142;31;141
202101;Enexis;Drenthe;Emmen;Emmen-Centrum;1144000;2868;179;739
202101;Enexis;Drenthe;Emmen;Emmen-Omgeving Oude Roswinkelerweg;1144100;642;186;620
202101;Enexis;Drenthe;Emmen;Emmen over 't spoor;1144101;708;103;495
202101;Enexis;Drenthe;Emmen;Emmermeer;1144200;3193;327;1557
202101;Enexis;Drenthe;Emmen;Angelslo;1144300;3762;411;1617
202101;Enexis;Drenthe;Emmen;Emmerhout;1144400;3730;699;2798
202101;Enexis;Drenthe;Emmen;Emmerschans;1144500;449;85;388
202101;Enexis;Drenthe;Emmen;Bargeres;1144600;4438;1.006;3197
202101;Enexis;Drenthe;Emmen;Rietlanden;1144700;4001;1.283;4582
202101;Enexis;Drenthe;Emmen;Parc Sandur;1144800;837;333;1369
202101;Enexis;Drenthe;Emmen;Delftlanden;1144900;386;178;840
202101;Enexis;Drenthe;Emmen;Barger-Oosterveld;1145000;1281;321;1866
202101;Enexis;Drenthe;Emmen;Weerdinge;1145100;207;76;396
202101;Enexis;Drenthe;Emmen;Westenesch;1145101;57;14;144
202101;Enexis;Drenthe;Emmen;Verspreide huizen Emmen;1145109;621;143;1042
202101;Enexis;Drenthe;Emmen;Noordbarge;1145200;450;122;676
202101;Enexis;Drenthe;Emmen;Zuidbarge;1145201;160;45;321
202101;Enexis;Drenthe;Emmen;Industrieterrein Bargermeer;1145300;644;60;778
202101;Enexis;Drenthe;Emmen;;;319;85;721
202101;Enexis;Drenthe;Hoogeveen;Erflanden;1185109;1020;334;1215
202101;Enexis;Drenthe;Hoogeveen;Fluitenberg kern;1185200;163;69;351
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Fluitenberg;1185201;86;15;60
202101;Enexis;Drenthe;Hoogeveen;Nieuwlande kern;1185600;433;140;557
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Nieuwlande;1185601;149;39;198
202101;Enexis;Drenthe;Hoogeveen;Nieuweroord kern;1185700;157;40;159
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Nieuweroord;1185701;123;35;262
202101;Enexis;Drenthe;Hoogeveen;Tiendeveen kern;1185800;133;54;213
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Tiendeveen;1185801;205;56;391
202101;Enexis;Drenthe;Hoogeveen;Stuifzand kern;1185900;122;41;156
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Stuifzand;1185901;143;41;241
202101;Enexis;Drenthe;Hoogeveen;Pesse kern;1186000;454;206;713
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Pesse-Oost;1186001;299;34;254
202101;Enexis;Drenthe;Hoogeveen;Verspreide huizen Pesse-Zuid;1186003;104;27;110
202101;Enexis;Drenthe;Hoogeveen;;;198;54;282
202101;Enexis;Drenthe;Meppel;Historisch Centrum;1190000;1503;89;228
202101;Enexis;Drenthe;Meppel;Indische buurt;1190001;718;78;233
202101;Enexis;Drenthe;Meppel;Koninginnebuurt;1190002;1357;126;456
202101;Enexis;Drenthe;Meppel;Galgenkamp;1190100;183;13;36
202101;Enexis;Drenthe;Meppel;Heinsiusbuurt;1190200;695;27;73
202101;Enexis;Drenthe;Meppel;Staatsliedenbuurt;1190201;811;68;292
202101;Enexis;Drenthe;Meppel;Zeeheldenbuurt;1190202;744;34;130
202101;Enexis;Drenthe;Meppel;Hesselingen;1190300;763;114;374
202101;Enexis;Drenthe;Meppel;Koeberg;1190301;951;91;336
202101;Enexis;Drenthe;Meppel;Reestlanden;1190302;155;24;119
202101;Enexis;Drenthe;Meppel;Schildersbuurt;1190303;992;198;716
