Peildatum;Netbeheerder;Gemeente;CBS Buurt;CBS Buurtcode;Maximum (omvormer) capaciteit_wind_in aanleg;Maximum (omvormer) capaciteit_wind_in bedrijf;Maximum (omvormer) capaciteit_zon_in aanleg;Maximum (omvormer) capaciteit_zon_in bedrijf
202201;Enexis;Groningen;Stationsgebied;BU00140008;0;0;0;0
202201;Enexis;Groningen;De Meeuwen;BU00140100;0;0;0;0
202201;Enexis;Groningen;Oosterpoort;BU00140101;0;0;0;0
202201;Enexis;Groningen;Herewegbuurt;BU00140102;0;0;0;0
202201;Enexis;Groningen;Rivierenbuurt;BU00140103;0;0;0;0
202201;Enexis;Groningen;Grunobuurt;BU00140104;0;0;0;0
202201;Enexis;Groningen;Zeeheldenbuurt;BU00140106;0;0;0;0
202201;Enexis;Groningen;Laanhuizen;BU00140107;0;0;0;0
202201;Enexis;Groningen;Martini Trade Park;BU00140109;0;0;0;1
202201;Enexis;Groningen;Noorderplantsoenbuurt;BU00140201;0;0;0;0
202201;Enexis;Groningen;Schildersbuurt;BU00140202;0;0;0;0
202201;Enexis;Groningen;Kostverloren;BU00140203;0;0;0;0
202201;Enexis;Groningen;De Hoogte;BU00140300;0;0;0;1
202201;Enexis;Groningen;Professorenbuurt;BU00140302;0;0;0;0
202201;Enexis;Groningen;Vogelbuurt;BU00140401;0;0;0;0
202201;Enexis;Groningen;Damsterbuurt;BU00140404;0;0;0;0
202201;Enexis;Groningen;De Linie;BU00140500;0;0;0;0
202201;Enexis;Groningen;Europapark;BU00140501;0;0;0;2
202201;Enexis;Groningen;Eemskanaal;BU00140502;0;0;0;4
202201;Enexis;Groningen;Driebond;BU00140505;0;0;0;2
202201;Enexis;Groningen;Eemspoort;BU00140506;0;0;0;11
202201;Enexis;Groningen;Euvelgunne;BU00140507;0;0;1;2
202201;Enexis;Groningen;Winschoterdiep;BU00140508;0;0;0;12
202201;Enexis;Groningen;Roodehaan;BU00140510;0;0;32;12
202201;Enexis;Groningen;Sterrebosbuurt;BU00140600;0;0;0;1
202201;Enexis;Groningen;Coendersborg;BU00140601;0;0;0;0
202201;Enexis;Groningen;Helpman;BU00140604;0;0;0;0
202201;Enexis;Groningen;De Wijert;BU00140605;0;0;0;0
202201;Enexis;Groningen;De Wijert-Zuid;BU00140606;0;0;0;0
202201;Enexis;Groningen;Hoornse Meer;BU00140701;0;0;0;0
202201;Enexis;Groningen;Van Swieten;BU00140703;0;0;0;0
202201;Enexis;Groningen;Piccardthof;BU00140704;0;0;0;0
202201;Enexis;Groningen;Hoogkerk Dorp;BU00140800;0;0;0;7
202201;Enexis;Groningen;Hoogkerk-Zuid;BU00140801;0;0;0;0
202201;Enexis;Groningen;Westpoort;BU00140802;0;0;0;1
202201;Enexis;Groningen;Zuidwending;BU00140804;0;0;0;0
202201;Enexis;Groningen;Gravenburg;BU00140806;0;0;0;0
202201;Enexis;Groningen;Peizerweg;BU00140808;0;0;0;1
202201;Enexis;Groningen;Kranenburg;BU00140811;0;0;0;0
202201;Enexis;Groningen;Vinkhuizen-Noord;BU00140900;0;0;0;0
202201;Enexis;Groningen;Vinkhuizen-Zuid;BU00140901;0;0;0;1
202201;Enexis;Groningen;Hoendiep;BU00140902;0;0;0;3
202201;Enexis;Groningen;Friesestraatweg;BU00140903;0;0;0;0
202201;Enexis;Groningen;Reitdiep;BU00140904;0;0;0;0
202201;Enexis;Groningen;Dorkwerd;BU00140905;0;0;0;0
202201;Enexis;Groningen;Selwerd;BU00141000;0;0;0;0
202201;Enexis;Groningen;Paddepoel-Noord;BU00141002;0;0;0;0
202201;Enexis;Groningen;Zernike Campus;BU00141003;0;0;0;2
202201;Enexis;Groningen;Beijum-Oost;BU00141101;0;0;0;0
202201;Enexis;Groningen;Van Starkenborgh;BU00141103;0;0;0;0
202201;Enexis;Groningen;Koningslaagte;BU00141106;0;0;0;0
202201;Enexis;Groningen;Oosterhoogebrug;BU00141203;0;0;0;0
202201;Enexis;Groningen;Ulgersmaborg;BU00141204;0;0;0;0
202201;Enexis;Groningen;Hunzepark;BU00141205;0;0;0;0
202201;Enexis;Groningen;Kardinge;BU00141207;0;0;0;0
202201;Enexis;Groningen;Engelbert;BU00141301;0;0;0;0
202201;Enexis;Grootegast;Grootegast;BU00150000;0;0;0;0
202201;Enexis;Grootegast;Doezum;BU00150001;0;0;0;0
202201;Enexis;Grootegast;Verspreide huizen Lutjegast;BU00150109;0;0;0;0
202201;Enexis;Grootegast;Opende-West;BU00150200;0;0;0;0
202201;Enexis;Grootegast;Verspreide huizen ten zuiden van Opende;BU00150209;0;0;0;1
202201;Enexis;Grootegast;Verspreide huizen Oldekerk;BU00150309;0;0;0;4
202201;Enexis;Haren;Haren;BU00170000;0;0;0;0
202201;Enexis;Haren;Oosterhaar;BU00170001;0;0;0;0
202201;Enexis;Haren;Harenermolen;BU00170003;0;0;0;0
202201;Enexis;Haren;Hemmen;BU00170005;0;0;0;0
202201;Enexis;Haren;Verspreide huizen ten westen van Noord-Willemskan;BU00170106;0;0;0;0
202201;Enexis;Haren;Verspreide huizen op de Hondsrug;BU00170107;0;0;0;2
202201;Enexis;Haren;Verspreide huizen Onner Esch;BU00170108;0;0;0;0
202201;Enexis;Haren;Verspreide huizen ten oosten van de Hondsrug;BU00170109;0;0;0;2
202201;Enexis;Leek;Centrum Leek en omgeving;BU00220002;0;0;0;0
202201;Enexis;Leek;Rodenburg en omgeving;BU00220003;0;0;0;0
202201;Enexis;Leek;Buitengebied ten zuiden van Leek;BU00220009;0;0;0;0
202201;Enexis;Leek;Bebouwde kom Zevenhuizen;BU00220100;0;0;0;0
202201;Enexis;Leek;De Haspel;BU00220101;0;0;0;1
202201;Enexis;Leek;Drostinnewijk;BU00220102;0;0;0;2
202201;Enexis;Leek;Buitengebied ten westen van Zevenhuizen;BU00220109;0;0;0;0
202201;Enexis;Leek;Bebouwde kom Tolbert;BU00220200;0;0;0;1
202201;Enexis;Leek;Sint Maheerdt;BU00220201;0;0;0;0
202201;Enexis;Leek;Buitengebied Tolbert;BU00220209;0;0;0;53
202201;Enexis;Leek;Buitengebied Midwolde;BU00220409;0;0;0;0
202201;Enexis;Loppersum;Loppersum;BU00240000;0;0;0;0
202201;Enexis;Loppersum;Verspreide huizen ten noorden van het Damsterdiep;BU00240009;0;0;0;0
202201;Enexis;Loppersum;Verspreide huizen Stedum inclusief Startenhuizen;BU00240109;0;0;0;2
202201;Enexis;Loppersum;Verspreide huizen Middelstum;BU00240209;0;1;0;1
202201;Enexis;Loppersum;'t Zandt;BU00240300;0;0;0;1
202201;Enexis;Loppersum;Verspreide huizen 't Zandt;BU00240309;0;0;0;0
202201;Enexis;Marum;Marum;BU00250000;0;0;0;0
202201;Enexis;Marum;Nuis;BU00250002;0;0;0;0
202201;Enexis;Marum;Niebert;BU00250003;0;0;0;0
202201;Enexis;Marum;De Haar;BU00250007;0;0;0;0
202201;Enexis;Marum;Verspreide huizen in het noordwesten;BU00250008;0;0;0;0
202201;Enexis;Marum;Verspreide huizen in het noordoosten;BU00250009;0;0;0;1
202201;Enexis;Marum;De Wilp (gedeeltelijk);BU00250100;0;0;0;0
202201;Enexis;Marum;Keuningswijk;BU00250102;0;0;1;0
202201;Enexis;Marum;Jonkersvaart;BU00250104;0;0;0;0
202201;Enexis;Marum;Verspreide huizen ten noorden van de Wilp;BU00250109;0;0;0;9
202201;Enexis;Stadskanaal;Stadskanaal Centrum;BU00370100;0;0;0;0
202201;Enexis;Stadskanaal;Maarsstee;BU00370101;0;0;0;0
202201;Enexis;Stadskanaal;Maarswold;BU00370102;0;0;0;0
202201;Enexis;Stadskanaal;Maarsveld;BU00370103;0;0;0;0
202201;Enexis;Stadskanaal;De Hagen;BU00370104;0;0;0;0
202201;Enexis;Stadskanaal;Industriegebied Vleddermond;BU00370106;0;0;0;14
202201;Enexis;Stadskanaal;Dideldom;BU00370107;0;0;0;5
202201;Enexis;Stadskanaal;Parkwijk;BU00370108;0;0;0;0
202201;Enexis;Stadskanaal;Stadskanaal Noord Centrum;BU00370110;0;0;0;0
202201;Enexis;Stadskanaal;Stadskanaal Noord;BU00370111;0;0;0;1
202201;Enexis;Stadskanaal;Musselkanaal Centrum;BU00370200;0;0;0;0
202201;Enexis;Stadskanaal;Onstwedde;BU00370300;0;0;0;0
202201;Enexis;Stadskanaal;Holte;BU00370301;0;0;0;0
202201;Enexis;Stadskanaal;Onstwedde Buitengebied Noord;BU00370308;0;0;0;0
202201;Enexis;Stadskanaal;Onstwedde Buitengebied Zuid;BU00370309;0;0;0;1
202201;Enexis;Stadskanaal;Mussel Buitengebied;BU00370409;0;0;0;1
202201;Enexis;Stadskanaal;Alteveer Buitengebied;BU00370509;0;0;0;6
202201;Enexis;Veendam;Veendam-Centrum;BU00470000;0;0;0;0
202201;Enexis;Veendam;Veendam-Middenweg en omgeving;BU00470002;0;0;0;0
202201;Enexis;Veendam;Veendam en omgeving station;BU00470003;0;0;0;6
202201;Enexis;Veendam;Veendam-Zuid;BU00470004;0;0;0;0
202201;Enexis;Veendam;Veendam-Sorghvliet;BU00470005;0;0;0;0
202201;Enexis;Veendam;Veendam-industriegebied;BU00470006;0;18;15;19
202201;Enexis;Veendam;Buitenwoel;BU00470007;0;0;0;0
202201;Enexis;Veendam;Ommelanderwijk;BU00470101;0;0;0;0
202201;Enexis;Veendam;Zuidwending;BU00470102;0;0;0;0
202201;Enexis;Veendam;Verspreide huizen;BU00470109;0;18;0;3
202201;Enexis;Veendam;Wildervank;BU00470200;0;0;0;0
202201;Enexis;Veendam;Boven-Wildervank;BU00470201;0;0;0;0
202201;Enexis;Veendam;Wildervanksterdallen;BU00470203;0;0;0;0
202201;Enexis;Veendam;Verspreide huizen;BU00470209;0;0;0;0
202201;Enexis;Winsum;Winsum;BU00530000;0;0;0;0
202201;Enexis;Winsum;Potmaar;BU00530003;0;0;0;0
202201;Enexis;Winsum;De Brake;BU00530004;0;0;2;0
202201;Enexis;Winsum;Verspreide huizen Winsum;BU00530009;0;0;10;1
202201;Enexis;Winsum;Verspreide huizen Ezinge;BU00530109;0;0;0;2
202201;Enexis;Winsum;Rasquert;BU00530202;0;0;0;0
202201;Enexis;Winsum;Verspreide huizen Baflo;BU00530209;0;0;0;3
202201;Enexis;Zuidhorn;Zuidhorn;BU00560000;0;0;1;0
202201;Enexis;Zuidhorn;Noordhorn;BU00560001;0;0;0;0
202201;Enexis;Zuidhorn;Verspreide huizen Zuidhorn;BU00560009;0;0;0;0
202201;Enexis;Zuidhorn;Grijpskerk;BU00560100;0;0;0;0
202201;Enexis;Zuidhorn;Verspreide huizen Grijpskerk;BU00560109;0;0;0;1
202201;Enexis;Zuidhorn;Verspreide huizen Ruigezand en Nieuwe Ruigezand;BU00560208;0;0;0;0
202201;Enexis;Zuidhorn;Overige verspreide huizen;BU00560209;0;0;1;1
202201;Enexis;Zuidhorn;Den Ham;BU00560302;0;0;0;0
202201;Enexis;Zuidhorn;Verspreide huizen Aduard;BU00560309;0;0;0;1
202201;Enexis;Kollumerland en Nieuwkruisland;Verspreide huizen Munnekezijl;BU00790109;0;0;0;0
202201;Enexis;Assen;Overcingel;BU01060002;0;0;0;0
202201;Enexis;Assen;Oranjebuurt;BU01060003;0;0;0;0
202201;Enexis;Assen;Galgenveld;BU01060004;0;0;0;0
202201;Enexis;Assen;Koopmanskwartier;BU01060005;0;0;0;0
202201;Enexis;Assen;Cultuureelkwartier;BU01060006;0;0;0;0
202201;Enexis;Assen;Asserbos;BU01060009;0;0;0;0
202201;Enexis;Assen;Zuiderpark;BU01060012;0;0;0;0
202201;Enexis;Assen;De Lariks Oost;BU01060100;0;0;0;0
202201;Enexis;Assen;Luchiesland Zuid;BU01060103;0;0;0;0
202201;Enexis;Assen;Oude Molenbuurt;BU01060200;0;0;0;0
202201;Enexis;Assen;Dichtershof;BU01060201;0;0;0;0
202201;Enexis;Assen;Veningerland;BU01060202;0;0;0;0
202201;Enexis;Assen;Zwarte Water;BU01060203;0;0;0;0
202201;Enexis;Assen;Componistenbuurt West;BU01060204;0;0;0;0
202201;Enexis;Assen;Componistenbuurt Oost;BU01060205;0;0;0;0
202201;Enexis;Assen;Vredeveld Noord;BU01060305;0;0;0;0
202201;Enexis;Assen;Vredeveld Zuid;BU01060307;0;0;0;0
202201;Enexis;Assen;GGZ-terrein;BU01060309;0;0;0;1
202201;Enexis;Assen;Pittelo Noord;BU01060402;0;0;0;0
202201;Enexis;Assen;Recreatiepark Pittelo;BU01060403;0;0;0;0
202201;Enexis;Assen;De Maten;BU01060500;0;0;20;0
202201;Enexis;Assen;Baggelhuizen Noord;BU01060504;0;0;0;0
202201;Enexis;Assen;Lauwers;BU01060505;0;0;0;0
202201;Enexis;Assen;Huize Nassau;BU01060506;0;0;0;0
202201;Enexis;Assen;Sportpark Stadsbroek;BU01060509;0;0;0;0
202201;Enexis;Assen;Peelerpark;BU01060604;0;0;0;1
202201;Enexis;Assen;Messchenveld;BU01060700;0;0;0;0
202201;Enexis;Assen;De Hoven;BU01060706;0;0;0;0
202201;Enexis;Assen;De Beemden;BU01060708;0;0;0;0
202201;Enexis;Assen;Bedrijventerrein West;BU01060713;0;0;0;2
202201;Enexis;Assen;Bedrijventerrein Oost;BU01060714;0;0;0;1
202201;Enexis;Assen;Bedrijventerrein Marsdijk Oost;BU01060715;0;0;0;1
202201;Enexis;Assen;Havenkanaal Noordzijde;BU01060716;0;0;0;0
202201;Enexis;Assen;Kloosterveste;BU01060800;0;0;0;0
202201;Enexis;Assen;Kloostergaarde;BU01060806;0;0;0;0
202201;Enexis;Assen;De Zoom;BU01060811;0;0;0;0
202201;Enexis;Assen;Recreatiepark Zeijerveen;BU01060814;0;0;0;3
202201;Enexis;Assen;Verspreide huizen Ubbena West;BU01069905;0;0;0;1
202201;Enexis;Assen;Ter Aard;BU01069908;0;0;20;0
202201;Enexis;Assen;Zeijerveld;BU01069909;0;0;0;1
202201;Enexis;Assen;Bos en Golf;BU01069910;0;0;0;0
202201;Enexis;Assen;Verspreide huizen Witten;BU01069911;0;0;0;7
202201;Enexis;Assen;Graswijkbuurt;BU01069913;0;0;2;0
202201;Enexis;Coevorden;Coevorden-Centrum;BU01091000;0;0;0;0
202201;Enexis;Coevorden;Lootuinen;BU01091001;0;0;0;0
202201;Enexis;Coevorden;Binnenvree Buitenvree Pikveld;BU01091003;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Coevorden;BU01091009;0;8;10;22
202201;Enexis;Coevorden;Hare;BU01091011;0;0;0;1
202201;Enexis;Coevorden;Leeuwerikenveld;BU01091012;0;0;0;12
202201;Enexis;Coevorden;De Heege en De Mars;BU01091013;0;18;0;2
202201;Enexis;Coevorden;Steenwijksmoer;BU01091116;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Steenwijksmoer;BU01091117;0;0;20;18
202201;Enexis;Coevorden;Nieuwe Krim;BU01091218;0;0;40;6
202201;Enexis;Coevorden;Verspreide huizen Weijerswold;BU01091320;0;14;0;0
202201;Enexis;Coevorden;Verspreide huizen Vlieghuis en Padhuis;BU01091421;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Dalen;BU01092023;0;0;0;1
202201;Enexis;Coevorden;Wachtum;BU01092024;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Wachtum;BU01092025;0;0;0;5
202201;Enexis;Coevorden;Verspreide huizen Dalerpeel;BU01092027;0;0;0;2
202201;Enexis;Coevorden;Dalerveen;BU01092028;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Dalerveen;BU01092029;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Gees;BU01093035;0;0;0;0
202201;Enexis;Coevorden;Zwinderen;BU01093036;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Zwinderen;BU01093037;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Geesbrug;BU01093039;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Sleen;BU01094042;0;0;0;10
202201;Enexis;Coevorden;Noord-Sleen;BU01094043;0;0;0;0
202201;Enexis;Coevorden;'t Haantje;BU01094044;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Noord-Sleen;BU01094046;0;0;0;0
202201;Enexis;Coevorden;Schoonoord;BU01094047;0;0;2;0
202201;Enexis;Coevorden;Verspreide huizen Schoonoord;BU01094051;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Meppen;BU01095062;0;0;0;0
202201;Enexis;Coevorden;Wezup;BU01095063;0;0;0;0
202201;Enexis;Coevorden;Verspreide huizen Wezuperbrug;BU01095067;0;0;0;0
202201;Enexis;Emmen;Eerste Kruisdiep;BU01140101;0;0;0;0
202201;Enexis;Emmen;Achterdiep;BU01140103;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Nieuw-Weerdinge;BU01140109;50;0;51;1
202201;Enexis;Emmen;Oude Schuttingskanaal;BU01140206;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Roswinkel;BU01140209;0;0;0;0
202201;Enexis;Emmen;Emmer-Compascuum-Centrum;BU01140300;0;0;0;0
202201;Enexis;Emmen;Emmer-Erfscheidenveen;BU01140301;0;0;0;1
202201;Enexis;Emmen;Foxel;BU01140302;0;0;0;4
202201;Enexis;Emmen;Oosterdiep;BU01140303;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Emmer-Compascuum;BU01140309;0;0;0;5
202201;Enexis;Emmen;Barger-Compascuum-Centrum;BU01140400;0;0;0;0
202201;Enexis;Emmen;Scholtenskanaal;BU01140401;0;0;0;2
202201;Enexis;Emmen;Limietweg;BU01140408;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Barger-Compascuum;BU01140409;0;0;0;20
202201;Enexis;Emmen;Oranjedorp;BU01140502;0;0;0;1
202201;Enexis;Emmen;Herenstreek;BU01140504;0;0;0;0
202201;Enexis;Emmen;Nieuw-Amsterdam-Centrum;BU01140600;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Nieuw-Amsterdam;BU01140609;0;0;0;0
202201;Enexis;Emmen;Erica-Centrum;BU01140700;0;0;0;0
202201;Enexis;Emmen;Beekweg;BU01140702;0;0;0;5
202201;Enexis;Emmen;Ericasestraat;BU01140708;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Erica;BU01140709;0;0;0;1
202201;Enexis;Emmen;Klazienaveen-Noord;BU01140800;0;0;0;1
202201;Enexis;Emmen;Klazienaveen-Zuid;BU01140801;0;0;0;0
202201;Enexis;Emmen;Tuinbouwcentrum Klazienaveen;BU01140807;0;0;0;0
202201;Enexis;Emmen;Zwartemeer-Centrum;BU01140900;0;0;0;0
202201;Enexis;Emmen;Schoonebeek;BU01141000;0;0;0;0
202201;Enexis;Emmen;Westerse Bos;BU01141002;0;0;0;0
202201;Enexis;Emmen;Industrieterrein De Vierslagen;BU01141004;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Veenoord;BU01141309;0;0;0;0
202201;Enexis;Emmen;Oostelijk Nieuw-Schoonebeek;BU01142102;0;0;0;1
202201;Enexis;Emmen;Weiteveen;BU01143200;0;0;0;0
202201;Enexis;Emmen;Emmen-Centrum;BU01144000;0;0;0;0
202201;Enexis;Emmen;Emmen over 't spoor;BU01144101;0;0;0;0
202201;Enexis;Emmen;Emmermeer;BU01144200;0;0;0;0
202201;Enexis;Emmen;Angelslo;BU01144300;0;0;0;1
202201;Enexis;Emmen;Emmerhout;BU01144400;0;0;0;0
202201;Enexis;Emmen;Emmerschans;BU01144500;0;0;0;0
202201;Enexis;Emmen;Bargeres;BU01144600;0;0;0;1
202201;Enexis;Emmen;Rietlanden;BU01144700;0;0;0;0
202201;Enexis;Emmen;Barger-Oosterveld;BU01145000;0;0;0;2
202201;Enexis;Emmen;Weerdinge;BU01145100;0;0;0;0
202201;Enexis;Emmen;Verspreide huizen Emmen;BU01145109;0;0;0;0
202201;Enexis;Emmen;Noordbarge;BU01145200;0;0;0;1
202201;Enexis;Emmen;Industrieterrein Bargermeer;BU01145300;0;0;0;16
202201;Enexis;Emmen;Bedrijvenpark A37;BU01145301;0;0;0;28
202201;Enexis;Hoogeveen;Fluitenberg kern;BU01185200;0;0;0;28
202201;Enexis;Hoogeveen;Verspreide huizen Fluitenberg;BU01185201;0;0;0;0
202201;Enexis;Hoogeveen;Verspreide huizen Hollandscheveld-West;BU01185401;0;0;0;0
202201;Enexis;Hoogeveen;Verspreide huizen Noordscheschut;BU01185501;0;0;0;0
202201;Enexis;Hoogeveen;Nieuwlande kern;BU01185600;0;0;0;0
202201;Enexis;Hoogeveen;Nieuweroord kern;BU01185700;0;0;0;3
202201;Enexis;Hoogeveen;Verspreide huizen Tiendeveen;BU01185801;0;0;0;0
202201;Enexis;Hoogeveen;Pesse kern;BU01186000;0;0;0;0
202201;Enexis;Hoogeveen;Verspreide huizen Pesse-Oost;BU01186001;0;0;30;0
202201;Enexis;Hoogeveen;Verspreide huizen Pesse-West;BU01186002;0;0;0;0
202201;Enexis;Hoogeveen;Verspreide huizen Nijstad;BU01186206;0;0;0;1
202201;Enexis;Meppel;Historisch Centrum;BU01190000;0;0;0;0
202201;Enexis;Meppel;Indische buurt;BU01190001;0;0;0;0
202201;Enexis;Meppel;Koninginnebuurt;BU01190002;0;0;0;0
202201;Enexis;Meppel;Hesselingen;BU01190300;0;0;0;1
202201;Enexis;Meppel;Koeberg;BU01190301;0;0;0;0
202201;Enexis;Meppel;Reestlanden;BU01190302;0;0;0;4
202201;Enexis;Meppel;Bloemenbuurt;BU01190500;0;0;0;0
202201;Enexis;Meppel;Verzetsbuurt;BU01190603;0;0;0;0
202201;Enexis;Meppel;Blankenstein;BU01190800;0;0;0;1
202201;Enexis;Meppel;Industrieterrein Noord I;BU01190900;0;0;0;1
202201;Enexis;Meppel;Industrieterrein Noord II;BU01190901;0;0;0;1
202201;Enexis;Meppel;Industrie Oevers A;BU01191000;0;0;0;0
202201;Enexis;Meppel;Industrie Oevers B;BU01191001;0;0;0;0
202201;Enexis;Meppel;Industrie Oevers C;BU01191002;0;0;0;0
202201;Enexis;Meppel;Industrie Oevers D;BU01191003;0;0;1;0
202201;Enexis;Meppel;Verspreid gebied Meppel Oost;BU01191101;0;0;0;0
202201;Enexis;Meppel;Danninge Erve;BU01191203;0;0;0;0
202201;Enexis;Meppel;Verspreid gebied Nijeveen;BU01191209;0;1;0;0
202201;Enexis;Meppel;Rogat;BU01191300;0;0;0;0
202201;Enexis;Almelo;Verspreide huizen wijk 11;BU01411109;0;0;0;0
202201;Enexis;Almelo;Bedrijvenpark Twente;BU01412002;0;0;0;8
202201;Enexis;Almelo;Verspreide huizen wijk 20;BU01412009;0;0;30;40
202201;Enexis;Almelo;Verspreide huizen wijk 21;BU01412109;0;0;2;23
202201;Enexis;Borne;Bornsche Maten;BU01470000;0;0;0;0
202201;Enexis;Borne;Borne Centrum;BU01470001;0;0;0;0
202201;Enexis;Borne;'t Wensink Noord;BU01470002;0;0;0;0
202201;Enexis;Borne;'t Wensink Zuid;BU01470003;0;0;0;0
202201;Enexis;Borne;Dikkerslaan-Molenkampsweg en omgeving;BU01470004;0;0;0;1
202201;Enexis;Borne;Lettersveld I;BU01470005;0;0;1;0
202201;Enexis;Borne;Lettersveld II;BU01470006;0;0;0;0
202201;Enexis;Borne;Verspreide huizen Borne-West;BU01470009;0;0;0;1
202201;Enexis;Borne;Verspreide huizen Zenderen;BU01470102;0;0;0;10
202201;Enexis;Borne;Hertme;BU01470105;0;0;0;0
202201;Enexis;Borne;Verspreide huizen Hertme;BU01470106;0;0;0;0
202201;Enexis;Dalfsen;Dalfsen Centrum;BU01480101;0;0;0;0
202201;Enexis;Dalfsen;Pleijendal;BU01480103;0;0;0;0
202201;Enexis;Dalfsen;Polhaar;BU01480104;0;0;0;0
202201;Enexis;Dalfsen;Bedrijventerrein Rondweg;BU01480107;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Ankum;BU01480109;0;0;0;1
202201;Enexis;Dalfsen;Verspreide huizen Dalfserveld;BU01480110;0;0;6;0
202201;Enexis;Dalfsen;Verspreide huizen Welsum-Gerner;BU01480111;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Hessum-Rechteren;BU01480112;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Dalmsholte;BU01480113;0;0;1;1
202201;Enexis;Dalfsen;Verspreide huizen Millingen;BU01480114;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Emmen-De Marshoek;BU01480115;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Lenthe;BU01480117;0;0;1;0
202201;Enexis;Dalfsen;Oudleusen kern;BU01480118;0;0;0;0
202201;Enexis;Dalfsen;Verspreide huizen Oudleusenerveld;BU01480119;0;0;0;4
202201;Enexis;Dalfsen;Nieuwleusen Noord;BU01480201;0;0;0;1
202201;Enexis;Dalfsen;Nieuwleusen Centrum-zuid;BU01480203;0;0;0;0
202201;Enexis;Dalfsen;Bedrijventerrein De Grift;BU01480206;0;0;0;0
