Peildatum;Netbeheerder;Provincie;Gemeente;CBS Buurt;CBS Buurtcode;Aantal aansluitingen in CBS-buurt ;Aantal aansluitingen met opwekinstallatie;Opgesteld vermogen
202107;Enexis;Drenthe;Aa en Hunze;Annen;16800000;1.495;563;2.372
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Annen;16800009;116;34;276
202107;Enexis;Drenthe;Aa en Hunze;Eext;16800100;563;180;749
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Eext;16800109;127;32;176
202107;Enexis;Drenthe;Aa en Hunze;Anloo;16800200;128;39;182
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Anloo;16800209;60;19;86
202107;Enexis;Drenthe;Aa en Hunze;Gasteren;16800300;166;69;336
202107;Enexis;Drenthe;Aa en Hunze;Anderen;16800400;72;20;142
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Anderen;16800409;44;19;165
202107;Enexis;Drenthe;Aa en Hunze;Schipborg;16800500;210;107;440
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Schipborg;16800509;128;25;129
202107;Enexis;Drenthe;Aa en Hunze;Eexterveen;16800600;181;93;647
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Eexterveen;16800609;25;12;101
202107;Enexis;Drenthe;Aa en Hunze;Spijkerboor;16800700;52;21;91
202107;Enexis;Drenthe;Aa en Hunze;Nieuw-Annerveen;16800800;23;11;113
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Nieuw-Annerveen;16800809;44;12;50
202107;Enexis;Drenthe;Aa en Hunze;Oud-Annerveen;16800900;29;12;71
202107;Enexis;Drenthe;Aa en Hunze;Annerveenschekanaal;16801100;200;55;273
202107;Enexis;Drenthe;Aa en Hunze;Eexterveenschekanaal;16801200;117;42;160
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Eexterzandvoort;16801309;52;13;109
202107;Enexis;Drenthe;Aa en Hunze;Gasselte;16801400;697;173;851
202107;Enexis;Drenthe;Aa en Hunze;Kostvlies;16801401;50;16;85
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gasselte;16801409;192;41;335
202107;Enexis;Drenthe;Aa en Hunze;Gasselternijveen;16801500;862;253;1.001
202107;Enexis;Drenthe;Aa en Hunze;Gasselternijveenschemond;16801600;301;84;390
202107;Enexis;Drenthe;Aa en Hunze;Gieten;16801700;2.361;649;2.839
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gieten;16801709;251;47;308
202107;Enexis;Drenthe;Aa en Hunze;Gieterveen;16801800;250;69;323
202107;Enexis;Drenthe;Aa en Hunze;Bonnerveen;16801801;53;17;176
202107;Enexis;Drenthe;Aa en Hunze;Nieuwediep;16801802;103;30;194
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gieterveen;16801809;178;56;583
202107;Enexis;Drenthe;Aa en Hunze;Rolde;16801900;1.817;535;2.150
202107;Enexis;Drenthe;Aa en Hunze;Ballo;16801901;53;18;139
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Nooitgedacht;16801908;220;127;676
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Rolde;16801909;226;50;424
202107;Enexis;Drenthe;Aa en Hunze;Grolloo;16802000;266;75;389
202107;Enexis;Drenthe;Aa en Hunze;Schoonloo;16802001;85;19;160
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Grolloo;16802009;191;43;505
202107;Enexis;Drenthe;Aa en Hunze;Ekehaar;16802100;108;38;364
202107;Enexis;Drenthe;Aa en Hunze;Amen;16802101;41;11;76
202107;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Ekehaar;16802109;107;30;266
202107;Enexis;Drenthe;Aa en Hunze;;;167;78;656
202107;Enexis;Drenthe;Assen;Brinkkwartier;1060000;282;13;111
202107;Enexis;Drenthe;Assen;Overcingel;1060002;275;22;100
202107;Enexis;Drenthe;Assen;Oranjebuurt;1060003;304;34;118
202107;Enexis;Drenthe;Assen;Galgenveld;1060004;679;10;115
202107;Enexis;Drenthe;Assen;Koopmanskwartier;1060005;1.170;60;177
202107;Enexis;Drenthe;Assen;Cultuureelkwartier;1060006;231;17;72
202107;Enexis;Drenthe;Assen;Oude Gasfabriek;1060007;83;13;39
202107;Enexis;Drenthe;Assen;De Hertenkamp;1060008;324;53;214
202107;Enexis;Drenthe;Assen;De Esch;1060010;365;61;209
202107;Enexis;Drenthe;Assen;Bomenbuurt;1060011;300;53;220
202107;Enexis;Drenthe;Assen;Zuiderpark;1060012;140;45;206
202107;Enexis;Drenthe;Assen;De Lariks Oost;1060100;747;61;226
202107;Enexis;Drenthe;Assen;Landgoed Lariks;1060101;490;47;205
202107;Enexis;Drenthe;Assen;De Lariks West;1060102;790;124;373
202107;Enexis;Drenthe;Assen;Luchiesland Zuid;1060103;534;195;450
202107;Enexis;Drenthe;Assen;Zuid Molukse Buurt;1060104;228;194;356
202107;Enexis;Drenthe;Assen;Luchiesland Noord;1060105;431;21;74
202107;Enexis;Drenthe;Assen;Oude Molenbuurt;1060200;1.178;318;886
202107;Enexis;Drenthe;Assen;Dichtershof;1060201;396;25;69
202107;Enexis;Drenthe;Assen;Veningerland;1060202;860;308;874
202107;Enexis;Drenthe;Assen;Zwarte Water;1060203;665;372;728
202107;Enexis;Drenthe;Assen;Componistenbuurt West;1060204;292;110;385
202107;Enexis;Drenthe;Assen;Componistenbuurt Oost;1060205;1.031;399;1.069
202107;Enexis;Drenthe;Assen;Vreebergen;1060301;69;39;163
202107;Enexis;Drenthe;Assen;Houtlaan;1060302;140;84;515
202107;Enexis;Drenthe;Assen;Amelterhout;1060303;125;45;163
202107;Enexis;Drenthe;Assen;Schildersbuurt;1060304;621;185;433
202107;Enexis;Drenthe;Assen;Vredeveld Noord;1060305;1.037;229;662
202107;Enexis;Drenthe;Assen;Sluisdennen;1060306;156;46;238
202107;Enexis;Drenthe;Assen;Vredeveld Zuid;1060307;1.213;302;817
202107;Enexis;Drenthe;Assen;De Dorpen;1060308;664;326;884
202107;Enexis;Drenthe;Assen;Park Diepstroeten;1060310;223;156;544
202107;Enexis;Drenthe;Assen;Pittelo Zuid;1060400;159;52;179
202107;Enexis;Drenthe;Assen;Pittelo Midden;1060401;724;141;415
202107;Enexis;Drenthe;Assen;Pittelo Noord;1060402;660;149;444
202107;Enexis;Drenthe;Assen;Recreatiepark Pittelo;1060403;47;10;39
202107;Enexis;Drenthe;Assen;Baggelhuizen Zuid;1060502;485;221;754
202107;Enexis;Drenthe;Assen;Baggelhuizen Midden;1060503;775;223;642
202107;Enexis;Drenthe;Assen;Baggelhuizen Noord;1060504;314;289;643
202107;Enexis;Drenthe;Assen;Westerpark;1060508;289;141;550
202107;Enexis;Drenthe;Assen;De Venen/De Wallen;1060600;452;112;393
202107;Enexis;Drenthe;Assen;De Velden/De Stukken;1060601;747;153;491
202107;Enexis;Drenthe;Assen;De Landen/De Akkers;1060602;1.089;202;659
202107;Enexis;Drenthe;Assen;De Kampen/De Essen;1060603;691;196;650
202107;Enexis;Drenthe;Assen;Peelerpark;1060604;84;15;123
202107;Enexis;Drenthe;Assen;Messchenveld;1060700;84;27;286
202107;Enexis;Drenthe;Assen;De Messchen;1060701;319;124;529
202107;Enexis;Drenthe;Assen;De Hamels;1060702;214;107;457
202107;Enexis;Drenthe;Assen;De Kleuven;1060703;516;102;324
202107;Enexis;Drenthe;Assen;De Dreven;1060704;435;113;387
202107;Enexis;Drenthe;Assen;De BreeÙn;1060705;356;156;611
202107;Enexis;Drenthe;Assen;De Hoven;1060706;363;170;661
202107;Enexis;Drenthe;Assen;De Heugten;1060707;585;90;293
202107;Enexis;Drenthe;Assen;De Beemden;1060708;379;103;405
202107;Enexis;Drenthe;Assen;De Hullen;1060709;393;126;464
202107;Enexis;Drenthe;Assen;De Stoepen;1060710;831;270;993
202107;Enexis;Drenthe;Assen;De Goorns;1060711;282;51;178
202107;Enexis;Drenthe;Assen;Bedrijventerrein Marsdijk West;1060712;156;31;185
202107;Enexis;Drenthe;Assen;Bedrijventerrein West;1060713;23;10;34
202107;Enexis;Drenthe;Assen;Bedrijventerrein Oost;1060714;93;13;185
202107;Enexis;Drenthe;Assen;Bedrijventerrein Marsdijk Oost;1060715;200;40;498
202107;Enexis;Drenthe;Assen;Kloosterveste;1060800;416;141;459
202107;Enexis;Drenthe;Assen;Kloostertuinen;1060801;287;74;265
202107;Enexis;Drenthe;Assen;Kloosterhaven;1060802;94;39;168
202107;Enexis;Drenthe;Assen;Kloosterlanen;1060803;300;141;587
202107;Enexis;Drenthe;Assen;Kloosterhoven;1060804;522;103;342
202107;Enexis;Drenthe;Assen;Kloosterstede;1060805;382;84;328
202107;Enexis;Drenthe;Assen;Kloostergaarde;1060806;206;38;142
202107;Enexis;Drenthe;Assen;Kloosterhage;1060807;293;102;389
202107;Enexis;Drenthe;Assen;Kloosterkade;1060808;163;68;282
202107;Enexis;Drenthe;Assen;Sterrenbeeldenbuurt;1060809;205;115;428
202107;Enexis;Drenthe;Assen;Planetenbuurt;1060810;331;103;368
202107;Enexis;Drenthe;Assen;Recreatiepark Zeijerveen;1060814;16;10;99
202107;Enexis;Drenthe;Assen;Kloosterhout;1060815;337;166;801
202107;Enexis;Drenthe;Assen;Kloosterbos;1060816;462;145;580
202107;Enexis;Drenthe;Assen;Uitbreidingsgebied Kloosterveen;1060817;71;24;133
202107;Enexis;Drenthe;Assen;Loon;1069900;108;37;215
202107;Enexis;Drenthe;Assen;Ter Aard;1069908;46;12;69
202107;Enexis;Drenthe;Assen;Zeijerveld;1069909;41;11;103
202107;Enexis;Drenthe;Assen;Witten;1069912;40;13;100
202107;Enexis;Drenthe;Assen;Anreep/Schieven;1069915;26;10;60
202107;Enexis;Drenthe;Assen;Verspreide huizen Schieven;1069916;51;18;88
202107;Enexis;Drenthe;Assen;;;724;360;2.190
202107;Enexis;Drenthe;Borger-Odoorn;Borger;16810000;2.306;582;2.449
202107;Enexis;Drenthe;Borger-Odoorn;Westdorp;16810001;23;10;104
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Westdorp;16810008;45;11;130
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Borger;16810009;120;24;525
202107;Enexis;Drenthe;Borger-Odoorn;Buinen;16810100;270;90;518
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Buinen;16810109;83;25;145
202107;Enexis;Drenthe;Borger-Odoorn;Bronneger;16810200;43;13;68
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Bronneger;16810209;40;11;85
202107;Enexis;Drenthe;Borger-Odoorn;Drouwen;16810300;173;66;374
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwen;16810309;236;30;149
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Bronnegerveen;16810409;43;11;77
202107;Enexis;Drenthe;Borger-Odoorn;Drouwenerveen;16810500;76;17;133
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwenerveen;16810509;43;10;80
202107;Enexis;Drenthe;Borger-Odoorn;Drouwenermond;16810600;176;41;274
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwenermond;16810609;90;28;155
202107;Enexis;Drenthe;Borger-Odoorn;Nieuw-Buinen;16810700;2.013;510;2.550
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Nieuw-Buinen;16810709;127;63;327
202107;Enexis;Drenthe;Borger-Odoorn;Buinerveen;16810800;231;78;492
202107;Enexis;Drenthe;Borger-Odoorn;Ees;16810900;124;48;253
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Eeserveen;16810907;95;20;343
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Eesergroen;16810908;57;12;133
202107;Enexis;Drenthe;Borger-Odoorn;Odoorn;16811000;835;272;1.266
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Odoorn;16811009;50;12;66
202107;Enexis;Drenthe;Borger-Odoorn;Exloo;16811100;673;238;1.077
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Exloo;16811109;400;37;167
202107;Enexis;Drenthe;Borger-Odoorn;Valthe;16811200;444;163;624
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Valthe;16811209;121;42;288
202107;Enexis;Drenthe;Borger-Odoorn;Klijndijk;16811300;297;107;420
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Klijndijk;16811309;69;20;155
202107;Enexis;Drenthe;Borger-Odoorn;Odoornerveen;16811400;139;43;596
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Odoornerveen;16811409;59;17;138
202107;Enexis;Drenthe;Borger-Odoorn;Tweede ExloÙrmond;16811500;1.034;352;1.891
202107;Enexis;Drenthe;Borger-Odoorn;Eerste ExloÙrmond;16811501;162;54;517
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Tweede ExloÙrmond;16811509;51;16;102
202107;Enexis;Drenthe;Borger-Odoorn;Valthermond;16811600;1.486;546;2.586
202107;Enexis;Drenthe;Borger-Odoorn;Zandberg;16811601;37;16;98
202107;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Valthermond;16811609;141;29;263
202107;Enexis;Drenthe;Borger-Odoorn;;;104;66;647
202107;Enexis;Drenthe;Coevorden;Coevorden-Centrum;1091000;1.551;229;704
202107;Enexis;Drenthe;Coevorden;Lootuinen;1091001;555;322;891
202107;Enexis;Drenthe;Coevorden;Poppenhare;1091002;587;160;405
202107;Enexis;Drenthe;Coevorden;Binnenvree Buitenvree Pikveld;1091003;1.349;509;1.525
202107;Enexis;Drenthe;Coevorden;De Heege;1091004;897;383;1.246
202107;Enexis;Drenthe;Coevorden;Klooster;1091006;27;11;66
202107;Enexis;Drenthe;Coevorden;Ballast;1091007;647;204;729
202107;Enexis;Drenthe;Coevorden;De Loo;1091008;601;290;821
202107;Enexis;Drenthe;Coevorden;Hare;1091011;136;23;301
202107;Enexis;Drenthe;Coevorden;Leeuwerikenveld;1091012;106;15;133
202107;Enexis;Drenthe;Coevorden;Klinkenvlier;1091014;88;34;238
202107;Enexis;Drenthe;Coevorden;Ossehaar;1091015;323;107;470
202107;Enexis;Drenthe;Coevorden;Steenwijksmoer;1091116;206;71;299
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Steenwijksmoer;1091117;287;51;396
202107;Enexis;Drenthe;Coevorden;Nieuwe Krim;1091218;57;13;60
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Nieuwe Krim;1091219;41;10;90
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Weijerswold;1091320;39;11;166
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Vlieghuis en Padhuis;1091421;56;10;67
202107;Enexis;Drenthe;Coevorden;Dalen;1092022;1.485;540;2.281
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Dalen;1092023;259;55;478
202107;Enexis;Drenthe;Coevorden;Wachtum;1092024;116;42;298
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Wachtum;1092025;62;19;151
202107;Enexis;Drenthe;Coevorden;Dalerpeel;1092026;233;92;285
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Dalerpeel;1092027;214;46;310
202107;Enexis;Drenthe;Coevorden;Dalerveen;1092028;100;28;137
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Dalerveen;1092029;61;15;73
202107;Enexis;Drenthe;Coevorden;Stieltjeskanaal;1092030;76;17;103
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Stieltjeskanaal;1092031;48;12;212
202107;Enexis;Drenthe;Coevorden;Oosterhesselen;1093032;813;277;1.131
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Oosterhesselen;1093033;112;16;124
202107;Enexis;Drenthe;Coevorden;Gees;1093034;249;69;417
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Gees;1093035;105;16;104
202107;Enexis;Drenthe;Coevorden;Zwinderen;1093036;59;16;70
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Zwinderen;1093037;140;32;431
202107;Enexis;Drenthe;Coevorden;Geesbrug;1093038;236;89;328
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Geesbrug;1093039;479;75;593
202107;Enexis;Drenthe;Coevorden;Sleen;1094040;1.007;361;1.387
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Sleen;1094042;73;15;217
202107;Enexis;Drenthe;Coevorden;Noord-Sleen;1094043;127;40;289
202107;Enexis;Drenthe;Coevorden;'t Haantje;1094044;71;24;147
202107;Enexis;Drenthe;Coevorden;Verspreide huizen 't Haantje;1094045;45;16;124
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Noord-Sleen;1094046;128;34;346
202107;Enexis;Drenthe;Coevorden;Schoonoord;1094047;898;357;1.220
202107;Enexis;Drenthe;Coevorden;De Kiel;1094048;139;34;142
202107;Enexis;Drenthe;Coevorden;Verspreide huizen De Kiel;1094049;75;20;119
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Schoonoord;1094051;148;14;84
202107;Enexis;Drenthe;Coevorden;Erm;1094053;129;21;119
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Holsloot;1094056;69;12;126
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Elm;1094057;262;30;223
202107;Enexis;Drenthe;Coevorden;Zweeloo;1095058;123;35;162
202107;Enexis;Drenthe;Coevorden;Aalden;1095059;768;250;945
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Zweeloo;1095060;86;14;170
202107;Enexis;Drenthe;Coevorden;Meppen;1095061;106;36;234
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Meppen;1095062;116;12;107
202107;Enexis;Drenthe;Coevorden;Wezup;1095063;45;14;91
202107;Enexis;Drenthe;Coevorden;Wezuperbrug;1095064;39;19;128
202107;Enexis;Drenthe;Coevorden;Benneveld;1095065;57;13;96
202107;Enexis;Drenthe;Coevorden;Verspreide huizen Wezuperbrug;1095067;105;23;229
202107;Enexis;Drenthe;Coevorden;;;294;119;815
202107;Enexis;Drenthe;De Wolden;Zuidwolde kern;16900000;2.492;1.076;3.671
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Zuidwolde;16900009;455;87;591
202107;Enexis;Drenthe;De Wolden;Alteveer;16900100;166;67;274
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Alteveer;16900109;205;52;413
202107;Enexis;Drenthe;De Wolden;Kerkenveld;16900200;167;56;183
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Kerkenveld;16900209;255;69;576
202107;Enexis;Drenthe;De Wolden;Drogteropslagen;16900300;83;28;164
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Drogteropslagen;16900309;149;31;193
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Linde;16900409;379;83;600
202107;Enexis;Drenthe;De Wolden;Fort;16900500;48;20;136
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Fort;16900509;273;53;346
202107;Enexis;Drenthe;De Wolden;Veeningen;16900600;109;36;127
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Veeningen;16900609;289;55;379
202107;Enexis;Drenthe;De Wolden;Echten;16900700;80;29;118
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Echten;16900709;93;21;228
202107;Enexis;Drenthe;De Wolden;Ruinen;16900800;1.217;545;1.849
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Ruinen;16900809;591;126;933
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Pesse;16900909;49;11;75
202107;Enexis;Drenthe;De Wolden;Ansen;16901000;103;31;179
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Ansen;16901009;83;17;153
202107;Enexis;Drenthe;De Wolden;Ruinerwold;16901100;1.030;426;1.517
202107;Enexis;Drenthe;De Wolden;Oosteinde;16901102;66;25;97
202107;Enexis;Drenthe;De Wolden;Oosteinde-Buiten;16901105;155;36;373
202107;Enexis;Drenthe;De Wolden;Ruinerwold-Buiten;16901109;445;102;808
202107;Enexis;Drenthe;De Wolden;Koekange;16901200;456;179;564
202107;Enexis;Drenthe;De Wolden;Koekange Zuid;16901202;58;17;126
202107;Enexis;Drenthe;De Wolden;Koekangerveld;16901203;37;15;57
202107;Enexis;Drenthe;De Wolden;Verspreide huizen Koekange;16901209;670;146;1.043
202107;Enexis;Drenthe;De Wolden;De Wijk;16901300;1.122;503;1.690
202107;Enexis;Drenthe;De Wolden;Verspreide huizen De Wijk;16901309;287;62;301
202107;Enexis;Drenthe;De Wolden;;;199;79;437
202107;Enexis;Drenthe;Emmen;3e Kruisdiep;1140100;192;52;257
202107;Enexis;Drenthe;Emmen;1e Kruisdiep;1140101;877;145;735
202107;Enexis;Drenthe;Emmen;Tramwijk;1140102;105;35;174
202107;Enexis;Drenthe;Emmen;Achterdiep;1140103;110;30;211
202107;Enexis;Drenthe;Emmen;Weerdingerkanaal;1140104;103;25;231
202107;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Weerdinge;1140109;101;27;218
202107;Enexis;Drenthe;Emmen;Roswinkel-Centrum;1140200;106;14;83
202107;Enexis;Drenthe;Emmen;Oude Schuttingskanaal;1140206;38;12;62
202107;Enexis;Drenthe;Emmen;Roswinkelerstraat;1140208;93;23;145
202107;Enexis;Drenthe;Emmen;Verspreide huizen Roswinkel;1140209;162;39;226
202107;Enexis;Drenthe;Emmen;Emmer-Compascuum Centrum;1140300;2.186;322;1.338
202107;Enexis;Drenthe;Emmen;Emmer-Erfscheidenveen;1140301;766;208;1.080
202107;Enexis;Drenthe;Emmen;Foxel;1140302;169;47;270
202107;Enexis;Drenthe;Emmen;Oosterdiep;1140303;209;70;388
202107;Enexis;Drenthe;Emmen;Verspreide huizen Emmer-Compascuum;1140309;296;53;511
202107;Enexis;Drenthe;Emmen;Barger-Compascuum-Centrum;1140400;527;72;309
202107;Enexis;Drenthe;Emmen;Scholtenskanaal;1140401;74;14;68
202107;Enexis;Drenthe;Emmen;Verlengde-Oosterdiep;1140402;145;37;319
202107;Enexis;Drenthe;Emmen;Verspreide huizen Barger-Compascuum;1140409;111;28;175
202107;Enexis;Drenthe;Emmen;Nieuw-Dordrecht;1140500;539;74;351
202107;Enexis;Drenthe;Emmen;Oranjedorp;1140502;203;51;411
202107;Enexis;Drenthe;Emmen;Vastenow;1140503;109;25;161
202107;Enexis;Drenthe;Emmen;Herenstreek;1140504;51;16;87
202107;Enexis;Drenthe;Emmen;Nieuw-Amsterdam-Centrum;1140600;1.937;422;2.233
202107;Enexis;Drenthe;Emmen;Langs de Vaart;1140608;98;31;221
202107;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Amsterdam;1140609;107;20;218
202107;Enexis;Drenthe;Emmen;Erica-Centrum;1140700;1.635;427;2.033
202107;Enexis;Drenthe;Emmen;Amsterdamscheveld;1140701;47;15;80
202107;Enexis;Drenthe;Emmen;Beekweg;1140702;106;25;222
202107;Enexis;Drenthe;Emmen;Verlengde Vaart;1140707;41;17;134
202107;Enexis;Drenthe;Emmen;Verspreide huizen Erica;1140709;327;111;976
202107;Enexis;Drenthe;Emmen;Klazienaveen-Noord;1140800;2.115;489;2.228
202107;Enexis;Drenthe;Emmen;Klazienaveen-Zuid;1140801;2.930;544;2.287
202107;Enexis;Drenthe;Emmen;Barger-Oosterveen;1140802;56;19;100
202107;Enexis;Drenthe;Emmen;Kloostermanswijk;1140803;114;30;175
202107;Enexis;Drenthe;Emmen;Dordse Dijk;1140804;57;20;90
202107;Enexis;Drenthe;Emmen;Derksweg;1140806;56;13;62
202107;Enexis;Drenthe;Emmen;Tuinbouwcentrum Klazienaveen;1140807;109;11;80
202107;Enexis;Drenthe;Emmen;Verspreide huizen Klazienaveen;1140809;230;62;515
202107;Enexis;Drenthe;Emmen;Zwartemeer-Centrum;1140900;1.146;181;896
202107;Enexis;Drenthe;Emmen;Kamerlingswijk;1140901;83;22;107
202107;Enexis;Drenthe;Emmen;Verspreide huizen Zwartemeer;1140909;94;13;112
202107;Enexis;Drenthe;Emmen;Schoonebeek;1141000;1.688;734;2.380
202107;Enexis;Drenthe;Emmen;Oosterse Bos en Middendorp;1141001;108;24;197
202107;Enexis;Drenthe;Emmen;Westerse Bos;1141002;78;22;204
202107;Enexis;Drenthe;Emmen;Zandpol;1141003;201;99;355
202107;Enexis;Drenthe;Emmen;Industrieterrein De Vierslagen;1141004;88;13;96
202107;Enexis;Drenthe;Emmen;Verspreide huizen Schoonebeek;1141009;147;27;167
202107;Enexis;Drenthe;Emmen;Veenoord;1141300;1.004;318;1.073
202107;Enexis;Drenthe;Emmen;Verspreide huizen Veenoord;1141309;39;12;129
202107;Enexis;Drenthe;Emmen;Nieuw-Schoonebeek;1142100;263;114;406
202107;Enexis;Drenthe;Emmen;Westelijk Nieuw-Schoonebeek;1142101;117;30;198
202107;Enexis;Drenthe;Emmen;Oostelijk Nieuw-Schoonebeek;1142102;134;30;244
202107;Enexis;Drenthe;Emmen;Verspreide huizen Nieuw-Schoonebeek;1142109;55;15;71
202107;Enexis;Drenthe;Emmen;Weiteveen;1143200;534;213;774
202107;Enexis;Drenthe;Emmen;Verspreide huizen Weiteveen;1143209;143;32;147
202107;Enexis;Drenthe;Emmen;Emmen-Centrum;1144000;2.892;192;820
202107;Enexis;Drenthe;Emmen;Emmen-Omgeving Oude Roswinkelerweg;1144100;651;204;711
202107;Enexis;Drenthe;Emmen;Emmen over 't spoor;1144101;706;112;549
202107;Enexis;Drenthe;Emmen;Emmermeer;1144200;3.213;349;1.645
202107;Enexis;Drenthe;Emmen;Angelslo;1144300;3.778;457;1.830
202107;Enexis;Drenthe;Emmen;Emmerhout;1144400;3.750;752;3.022
202107;Enexis;Drenthe;Emmen;Emmerschans;1144500;446;98;440
202107;Enexis;Drenthe;Emmen;Bargeres;1144600;4.450;1.110;3.483
202107;Enexis;Drenthe;Emmen;Rietlanden;1144700;4.000;1.378;4.982
202107;Enexis;Drenthe;Emmen;Parc Sandur;1144800;837;366;1.531
202107;Enexis;Drenthe;Emmen;Delftlanden;1144900;399;209;1.013
202107;Enexis;Drenthe;Emmen;Barger-Oosterveld;1145000;1.286;357;2.016
202107;Enexis;Drenthe;Emmen;Weerdinge;1145100;209;78;415
202107;Enexis;Drenthe;Emmen;Westenesch;1145101;57;14;144
202107;Enexis;Drenthe;Emmen;Verspreide huizen Emmen;1145109;625;150;1.103
202107;Enexis;Drenthe;Emmen;Noordbarge;1145200;451;133;728
202107;Enexis;Drenthe;Emmen;Zuidbarge;1145201;162;50;369
202107;Enexis;Drenthe;Emmen;Industrieterrein Bargermeer;1145300;667;62;840
202107;Enexis;Drenthe;Emmen;;;201;119;907
202107;Enexis;Drenthe;Hoogeveen;Erflanden;1185109;1.020;374;1.368
202107;Enexis;Drenthe;Hoogeveen;Fluitenberg kern;1185200;164;87;418
202107;Enexis;Drenthe;Hoogeveen;Verspreide huizen Fluitenberg;1185201;86;18;136
202107;Enexis;Drenthe;Hoogeveen;Nieuwlande kern;1185600;435;146;595
202107;Enexis;Drenthe;Hoogeveen;Verspreide huizen Nieuwlande;1185601;153;40;206
202107;Enexis;Drenthe;Hoogeveen;Nieuweroord kern;1185700;157;47;187
202107;Enexis;Drenthe;Hoogeveen;Verspreide huizen Nieuweroord;1185701;123;43;308
202107;Enexis;Drenthe;Hoogeveen;Tiendeveen kern;1185800;133;58;226
202107;Enexis;Drenthe;Hoogeveen;Verspreide huizen Tiendeveen;1185801;206;61;462
202107;Enexis;Drenthe;Hoogeveen;Stuifzand kern;1185900;122;43;164
202107;Enexis;Drenthe;Hoogeveen;Verspreide huizen Stuifzand;1185901;143;41;241
202107;Enexis;Drenthe;Hoogeveen;Pesse kern;1186000;457;221;777
